Ori,State,County,Unit,State_County,fstate,CNTYFIPS,agency,agentype,agency2,StateName2,MSA
CA03408,California,034,08,CA034,California,"Sacramento, CA",California State University: Sacramento,Special police,CA ST UN: SACRAMENTO,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA0340H,California,034,0H,CA034,California,"Sacramento, CA",Elk Grove,Municipal police,ELK GROVE,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03412,California,034,12,CA034,California,"Sacramento, CA",Department of Parks and Recreation: Gold Fields Di,Special police,DPR: GOLD FIELDS DISTRIC,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03414,California,034,14,CA034,California,"Sacramento, CA",Grant Joint Union High School,Special police,TWIN RIVERS UNFD SCH DST,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03415,California,034,15,CA034,California,"Sacramento, CA",Spt Sacramento,Special police,SPT SACRAMENTO,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03420,California,034,20,CA034,California,"Sacramento, CA",California State Fair,Special police,CALIFORNIA STATE FAIR,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03422,California,034,22,CA034,California,"Sacramento, CA",Dpr: Capital,Special police,DPR: CAPITAL,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03423,California,034,23,CA034,California,"Sacramento, CA",Upr Sec Dp Sacramento Co,Special police,UPR SEC DP SACRAMENTO CO,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03433,California,034,33,CA034,California,"Sacramento, CA",Dpr: Twin Cities,Special police,DPR: TWIN CITIES,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03448,California,034,48,CA034,California,"Sacramento, CA",Uprr: Sacramento County,Special police,UPRR: SACRAMENTO COUNTY,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03455,California,034,55,CA034,California,"Sacramento, CA",Rancho Cordova,Municipal police,RANCHO CORDOVA,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03496,California,034,96,CA034,California,"Sacramento, CA",Citrus Heights,Municipal police,CITRUS HEIGHTS,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03497,California,034,97,CA034,California,"Sacramento, CA","University California Medical Center, Sacrament",Special police,"UN CA MED CTR, SACRAMENT",CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03498,California,034,98,CA034,California,"Sacramento, CA",Calif St Police Sacramento,Primary state LE,CALIF ST POL SACRAMENTO,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03499,California,034,99,CA034,California,"Sacramento, CA",Hp: Sacramento County,Primary state LE,HP: SACRAMENTO COUNTY,CALIF,"Sacramento--Arden-Arcade--Roseville, CA"
CA03500,California,035,00,CA035,California,"San Benito, CA",San Benito County,Sheriff,SAN BENITO,CALIF,"San Jose-Sunnyvale-Santa Clara, CA"
CA03501,California,035,01,CA035,California,"San Benito, CA",Hollister,Municipal police,HOLLISTER,CALIF,"San Jose-Sunnyvale-Santa Clara, CA"
CA03502,California,035,02,CA035,California,"San Benito, CA",San Juan Bautista,Municipal police,SAN JUAN BAUTISTA,CALIF,"San Jose-Sunnyvale-Santa Clara, CA"
CA03503,California,035,03,CA035,California,"San Benito, CA",Uprr: San Benito County,Special police,UPRR: SAN BENITO COUNTY,CALIF,"San Jose-Sunnyvale-Santa Clara, CA"
CA03504,California,035,04,CA035,California,"San Benito, CA",Dpr: Hollister Hills,Special police,DPR: HOLLISTER HILLS,CALIF,"San Jose-Sunnyvale-Santa Clara, CA"
CA03505,California,035,05,CA035,California,"San Benito, CA",Dpr: Gabilan,Special police,DPR: GABILAN,CALIF,"San Jose-Sunnyvale-Santa Clara, CA"
CA03599,California,035,99,CA035,California,"San Benito, CA",Hp: San Benito County,Primary state LE,HP: SAN BENITO COUNTY,CALIF,"San Jose-Sunnyvale-Santa Clara, CA"
CA03600,California,036,00,CA036,California,"San Bernardino, CA",San Bernardino County,Sheriff,SAN BERNARDINO,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03601,California,036,01,CA036,California,"San Bernardino, CA",Barstow,Municipal police,BARSTOW,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03602,California,036,02,CA036,California,"San Bernardino, CA",Chino,Municipal police,CHINO,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03603,California,036,03,CA036,California,"San Bernardino, CA",Colton,Municipal police,COLTON,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03604,California,036,04,CA036,California,"San Bernardino, CA",Fontana,Municipal police,FONTANA,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03605,California,036,05,CA036,California,"San Bernardino, CA",Montclair,Municipal police,MONTCLAIR,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03606,California,036,06,CA036,California,"San Bernardino, CA",Needles,Municipal police,NEEDLES,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03607,California,036,07,CA036,California,"San Bernardino, CA",Ontario,Municipal police,ONTARIO,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03608,California,036,08,CA036,California,"San Bernardino, CA",Redlands,Municipal police,REDLANDS,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03609,California,036,09,CA036,California,"San Bernardino, CA",Rialto,Municipal police,RIALTO,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03610,California,036,10,CA036,California,"San Bernardino, CA",San Bernardino,Municipal police,SAN BERNARDINO,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03611,California,036,11,CA036,California,"San Bernardino, CA",Upland,Municipal police,UPLAND,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03612,California,036,12,CA036,California,"San Bernardino, CA",Victorville,Municipal police,VICTORVILLE,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03613,California,036,13,CA036,California,"San Bernardino, CA",Adelanto,Municipal police,ADELANTO,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03614,California,036,14,CA036,California,"San Bernardino, CA",Ca St Un: San Bernardino,Special police,CA ST UN: SAN BERNARDINO,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03616,California,036,16,CA036,California,"San Bernardino, CA",Rancho Cucamonga,Municipal police,RANCHO CUCAMONGA,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03617,California,036,17,CA036,California,"San Bernardino, CA",Bnsf Rwy:San Bernardino,Special police,BNSF RWY:SAN BERNARDINO,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03618,California,036,18,CA036,California,"San Bernardino, CA",Spt San Bernardino,Special police,SPT SAN BERNARDINO,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03619,California,036,19,CA036,California,"San Bernardino, CA",San Bernardino Co Welfar,Special police,SAN BERNARDINO CO WELFAR,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03620,California,036,20,CA036,California,"San Bernardino, CA",Big Bear Lake,Municipal police,BIG BEAR LAKE,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03621,California,036,21,CA036,California,"San Bernardino, CA",Grand Terrace,Municipal police,GRAND TERRACE,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03622,California,036,22,CA036,California,"San Bernardino, CA",Loma Linda,Municipal police,LOMA LINDA,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03623,California,036,23,CA036,California,"San Bernardino, CA",San Bernardino Usd,Special police,SAN BERNARDINO USD,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03625,California,036,25,CA036,California,"San Bernardino, CA",Dpr: San Bernardino Cnty,Special police,DPR: SAN BERNARDINO CNTY,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03629,California,036,29,CA036,California,"San Bernardino, CA",Dpr: Chino Hills,Special police,DPR: CHINO HILLS,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03630,California,036,30,CA036,California,"San Bernardino, CA",Highland,Municipal police,HIGHLAND,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03631,California,036,31,CA036,California,"San Bernardino, CA",Twentynine Palms,Municipal police,TWENTYNINE PALMS,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03632,California,036,32,CA036,California,"San Bernardino, CA",Hesperia,Municipal police,HESPERIA,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03633,California,036,33,CA036,California,"San Bernardino, CA",Apple Valley,Municipal police,APPLE VALLEY,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03635,California,036,35,CA036,California,"San Bernardino, CA",Yucaipa,Municipal police,YUCAIPA,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03639,California,036,39,CA036,California,"San Bernardino, CA",San Bernardino Community College,Special police,SAN BERNARDINO COMM COLL,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03640,California,036,40,CA036,California,"San Bernardino, CA",Chino Hills,Municipal police,CHINO HILLS,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03641,California,036,41,CA036,California,"San Bernardino, CA",Yucca Valley,Municipal police,YUCCA VALLEY,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03650,California,036,50,CA036,California,"San Bernardino, CA",Fontana Unified Sch Dist,Special police,FONTANA UNIFIED SCH DIST,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03654,California,036,54,CA036,California,"San Bernardino, CA",Uprr: San Bernardino Cty,Special police,UPRR: SAN BERNARDINO CTY,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03657,California,036,57,CA036,California,"San Bernardino, CA",Patton State Hospital,Special police,PATTON STATE HOSPITAL,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03659,California,036,59,CA036,California,"San Bernardino, CA",Dpr: Tehachapi District,Special police,DPR: TEHACHAPI DISTRICT,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03698,California,036,98,CA036,California,"San Bernardino, CA",San Bernardino State Pol,Primary state LE,SAN BERNARDINO STATE POL,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03699,California,036,99,CA036,California,"San Bernardino, CA",Hp: San Bernardino Cnty,Primary state LE,HP: SAN BERNARDINO CNTY,CALIF,"Riverside-San Bernardino-Ontario, CA"
CA03700,California,037,00,CA037,California,"San Diego, CA",San Diego County,Sheriff,SAN DIEGO,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03701,California,037,01,CA037,California,"San Diego, CA",Carlsbad,Municipal police,CARLSBAD,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03702,California,037,02,CA037,California,"San Diego, CA",Chula Vista,Municipal police,CHULA VISTA,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03703,California,037,03,CA037,California,"San Diego, CA",Coronado,Municipal police,CORONADO,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03704,California,037,04,CA037,California,"San Diego, CA",Del Mar,Municipal police,DEL MAR,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03705,California,037,05,CA037,California,"San Diego, CA",El Cajon,Municipal police,EL CAJON,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03706,California,037,06,CA037,California,"San Diego, CA",Escondido,Municipal police,ESCONDIDO,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03707,California,037,07,CA037,California,"San Diego, CA",Imperial Beach,Municipal police,IMPERIAL BEACH,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03708,California,037,08,CA037,California,"San Diego, CA",La Mesa,Municipal police,LA MESA,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03709,California,037,09,CA037,California,"San Diego, CA",National City,Municipal police,NATIONAL CITY,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03710,California,037,10,CA037,California,"San Diego, CA",Oceanside,Special police,OCEANSIDE,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03711,California,037,11,CA037,California,"San Diego, CA",San Diego,Municipal police,SAN DIEGO,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03712,California,037,12,CA037,California,"San Diego, CA",San Marcos,Municipal police,SAN MARCOS,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03713,California,037,13,CA037,California,"San Diego, CA",Vista,Municipal police,VISTA,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03714,California,037,14,CA037,California,"San Diego, CA",San Diego State University,Special police,SAN DIEGO ST UNIVERSITY,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03715,California,037,15,CA037,California,"San Diego, CA",Port Of San Diego Harbor,Special police,PORT OF SAN DIEGO HARBOR,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03717,California,037,17,CA037,California,"San Diego, CA",Bnsf Rwy: San Diego Cnty,Special police,BNSF RWY: SAN DIEGO CNTY,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03718,California,037,18,CA037,California,"San Diego, CA",Spt: San Diego County,Special police,SPT: SAN DIEGO COUNTY,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03722,California,037,22,CA037,California,"San Diego, CA",Department of Parks and Recreation: Colorado,Special police,DPR: COLORADO,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03723,California,037,23,CA037,California,"San Diego, CA",Dpr: San Diego County,Special police,DPR: SAN DIEGO COUNTY,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03724,California,037,24,CA037,California,"San Diego, CA",Dpr: Ocotillo Wells,Special police,DPR: OCOTILLO WELLS,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03725,California,037,25,CA037,California,"San Diego, CA",Dpr: San Diego Coast,Special police,DPR: SAN DIEGO COAST,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03727,California,037,27,CA037,California,"San Diego, CA",Dpr: Montane District,Special police,DPR: MONTANE DISTRICT,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03732,California,037,32,CA037,California,"San Diego, CA",Ca St Un: San Marcos,Special police,CA ST UN: SAN MARCOS,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03797,California,037,97,CA037,California,"San Diego, CA",University of California: San Diego,Special police,UN OF CA: SAN DIEGO,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03798,California,037,98,CA037,California,"San Diego, CA",San Diego State Police,Primary state LE,SAN DIEGO STATE POLICE,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03799,California,037,99,CA037,California,"San Diego, CA",Hp: San Diego County,Primary state LE,HP: SAN DIEGO COUNTY,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA037A1,California,037,A1,CA037,California,"San Diego, CA",Lemon Grove,Municipal police,LEMON GROVE,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA037A2,California,037,A2,CA037,California,"San Diego, CA",Santee,Municipal police,SANTEE,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA037A3,California,037,A3,CA037,California,"San Diego, CA",Poway,Municipal police,POWAY,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA037A4,California,037,A4,CA037,California,"San Diego, CA",Encinitas,Municipal police,ENCINITAS,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA037A5,California,037,A5,CA037,California,"San Diego, CA",Solana Beach,Municipal police,SOLANA BEACH,CALIF,"San Diego-Carlsbad-San Marcos, CA"
CA03800,California,038,00,CA038,California,"San Francisco, CA",San Francisco County,Sheriff,SAN FRANCISCO,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03801,California,038,01,CA038,California,"San Francisco, CA",San Francisco,Municipal police,SAN FRANCISCO,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03802,California,038,02,CA038,California,"San Francisco, CA",Harbor Police,Special police,HARBOR POLICE,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03803,California,038,03,CA038,California,"San Francisco, CA",San Francisco St University,Special police,SAN FRANCISCO ST UNIV,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03805,California,038,05,CA038,California,"San Francisco, CA",San Francisco Bart: San Francisco County,Special police,SF BART: SAN FRANCISCO C,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03807,California,038,07,CA038,California,"San Francisco, CA",Bnsf Rwy:San Francisco C,Special police,BNSF RWY:SAN FRANCISCO C,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03808,California,038,08,CA038,California,"San Francisco, CA",Spt San Francisco,Special police,SPT SAN FRANCISCO,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03810,California,038,10,CA038,California,"San Francisco, CA",Department of Parks and Recreation: San Francisco,Special police,DPR: SAN FRANCISCO COUNT,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03816,California,038,16,CA038,California,"San Francisco, CA",Un Of Ca:Hastings C Of L,Special police,UN OF CA:HASTINGS C OF L,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03819,California,038,19,CA038,California,"San Francisco, CA",Uprr: San Francisco Cty,Special police,UPRR: SAN FRANCISCO CTY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03897,California,038,97,CA038,California,"San Francisco, CA",Un Of Ca: San Francisco,Special police,UN OF CA: SAN FRANCISCO,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03898,California,038,98,CA038,California,"San Francisco, CA",San Francisco State Poli,Primary state LE,SAN FRANCISCO STATE POLI,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03899,California,038,99,CA038,California,"San Francisco, CA",Highway Patrol: San Francisco County,Primary state LE,HP: SAN FRANCISCO COUNTY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA03900,California,039,00,CA039,California,"San Joaquin, CA",San Joaquin County,Sheriff,SAN JOAQUIN,CALIF,"Stockton, CA"
CA03901,California,039,01,CA039,California,"San Joaquin, CA",Escalon,Municipal police,ESCALON,CALIF,"Stockton, CA"
CA03902,California,039,02,CA039,California,"San Joaquin, CA",Lodi,Municipal police,LODI,CALIF,"Stockton, CA"
CA03903,California,039,03,CA039,California,"San Joaquin, CA",Manteca,Municipal police,MANTECA,CALIF,"Stockton, CA"
CA03904,California,039,04,CA039,California,"San Joaquin, CA",Ripon,Municipal police,RIPON,CALIF,"Stockton, CA"
CA03905,California,039,05,CA039,California,"San Joaquin, CA",Stockton,Municipal police,STOCKTON,CALIF,"Stockton, CA"
CA03906,California,039,06,CA039,California,"San Joaquin, CA",Tracy,Municipal police,TRACY,CALIF,"Stockton, CA"
CA03909,California,039,09,CA039,California,"San Joaquin, CA",Bnsf Rwy: San Joaquin Co,Special police,BNSF RWY: SAN JOAQUIN CO,CALIF,"Stockton, CA"
CA03910,California,039,10,CA039,California,"San Joaquin, CA",Spt San Joaquin,Special police,SPT SAN JOAQUIN,CALIF,"Stockton, CA"
CA03912,California,039,12,CA039,California,"San Joaquin, CA",Upr San Joaquin County,Special police,UPR SAN JOAQUIN COUNTY,CALIF,"Stockton, CA"
CA03914,California,039,14,CA039,California,"San Joaquin, CA",Stockton Developmental C,Municipal police,STOCKTON DEVELOPMENTAL C,CALIF,"Stockton, CA"
CA03915,California,039,15,CA039,California,"San Joaquin, CA",Stockton Unified School District,Special police,STOCKTON UNIFIED SCH DIS,CALIF,"Stockton, CA"
CA03921,California,039,21,CA039,California,"San Joaquin, CA",Uprr: San Joaquin County,Special police,UPRR: SAN JOAQUIN COUNTY,CALIF,"Stockton, CA"
CA03923,California,039,23,CA039,California,"San Joaquin, CA",Ca St Un: Stockton,Special police,CA ST UN: STOCKTON,CALIF,"Stockton, CA"
CA03998,California,039,98,CA039,California,"San Joaquin, CA",San Joaquin State Police,Primary state LE,SAN JOAQUIN STATE POLICE,CALIF,"Stockton, CA"
CA03999,California,039,99,CA039,California,"San Joaquin, CA",Hp: San Joaquin County,Primary state LE,HP: SAN JOAQUIN COUNTY,CALIF,"Stockton, CA"
CA04000,California,040,00,CA040,California,"San Luis Obispo, CA",San Luis Obispo County,Sheriff,SAN LUIS OBISPO,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04001,California,040,01,CA040,California,"San Luis Obispo, CA",Arroyo Grande,Municipal police,ARROYO GRANDE,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04002,California,040,02,CA040,California,"San Luis Obispo, CA",Grover Beach,Municipal police,GROVER BEACH,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04003,California,040,03,CA040,California,"San Luis Obispo, CA",Morro Bay,Municipal police,MORRO BAY,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04004,California,040,04,CA040,California,"San Luis Obispo, CA",Paso Robles,Municipal police,PASO ROBLES,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04005,California,040,05,CA040,California,"San Luis Obispo, CA",Pismo Beach,Municipal police,PISMO BEACH,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04006,California,040,06,CA040,California,"San Luis Obispo, CA",San Luis Obispo,Municipal police,SAN LUIS OBISPO,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04007,California,040,07,CA040,California,"San Luis Obispo, CA",Ca St Polyt U:San Luis O,Special police,CA ST POLYT U:SAN LUIS O,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04008,California,040,08,CA040,California,"San Luis Obispo, CA",Atascadero,Municipal police,ATASCADERO,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04009,California,040,09,CA040,California,"San Luis Obispo, CA",Spt San Luis Obispo,Special police,SPT SAN LUIS OBISPO,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04012,California,040,12,CA040,California,"San Luis Obispo, CA",Dpr: San Simeon,Special police,DPR: SAN SIMEON,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04013,California,040,13,CA040,California,"San Luis Obispo, CA",Department of Parks and Recreation: San Luis Obisp,Special police,DPR: SAN LUIS OBISPO CST,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04014,California,040,14,CA040,California,"San Luis Obispo, CA",Department of Parks and Recreation: Oceano Dunes,Special police,DPR: OCEANO DUNES,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04016,California,040,16,CA040,California,"San Luis Obispo, CA",Atascadero State Hospital,Special police,ATASCADERO STATE HOSP,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04018,California,040,18,CA040,California,"San Luis Obispo, CA",Uprr: San Luis Obispo Co,Special police,UPRR: SAN LUIS OBISPO CO,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04019,California,040,19,CA040,California,"San Luis Obispo, CA",Cuesta College,Special police,CUESTA COLLEGE,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04099,California,040,99,CA040,California,"San Luis Obispo, CA",Hp: San Luis Obispo Cnty,Primary state LE,HP: SAN LUIS OBISPO CNTY,CALIF,"San Luis Obispo-Paso Robles, CA"
CA04100,California,041,00,CA041,California,"San Mateo, CA",San Mateo County,Sheriff,SAN MATEO,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04101,California,041,01,CA041,California,"San Mateo, CA",Atherton,Municipal police,ATHERTON,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04102,California,041,02,CA041,California,"San Mateo, CA",Belmont,Municipal police,BELMONT,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04103,California,041,03,CA041,California,"San Mateo, CA",Brisbane,Municipal police,BRISBANE,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04104,California,041,04,CA041,California,"San Mateo, CA",Burlingame,Municipal police,BURLINGAME,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04105,California,041,05,CA041,California,"San Mateo, CA",Colma,Municipal police,COLMA,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04106,California,041,06,CA041,California,"San Mateo, CA",Daly City,Municipal police,DALY CITY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04107,California,041,07,CA041,California,"San Mateo, CA",Half Moon Bay,Municipal police,HALF MOON BAY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04108,California,041,08,CA041,California,"San Mateo, CA",Hillsborough,Municipal police,HILLSBOROUGH,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04109,California,041,09,CA041,California,"San Mateo, CA",Menlo Park,Municipal police,MENLO PARK,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04110,California,041,10,CA041,California,"San Mateo, CA",Millbrae,Municipal police,MILLBRAE,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04111,California,041,11,CA041,California,"San Mateo, CA",Pacifica,Municipal police,PACIFICA,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04112,California,041,12,CA041,California,"San Mateo, CA",Portola Valley,Municipal police,PORTOLA VALLEY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04113,California,041,13,CA041,California,"San Mateo, CA",Redwood City,Municipal police,REDWOOD CITY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04114,California,041,14,CA041,California,"San Mateo, CA",San Bruno,Municipal police,SAN BRUNO,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04115,California,041,15,CA041,California,"San Mateo, CA",San Carlos,Municipal police,SAN CARLOS,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04116,California,041,16,CA041,California,"San Mateo, CA",San Mateo,Municipal police,SAN MATEO,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04117,California,041,17,CA041,California,"San Mateo, CA",South San Francisco,Municipal police,SOUTH SAN FRANCISCO,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04118,California,041,18,CA041,California,"San Mateo, CA",Woodside,Municipal police,WOODSIDE,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04119,California,041,19,CA041,California,"San Mateo, CA",Broadmoor,Municipal police,BROADMOOR,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04120,California,041,20,CA041,California,"San Mateo, CA",Foster City,Municipal police,FOSTER CITY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04121,California,041,21,CA041,California,"San Mateo, CA",Emerald Lake,Municipal police,EMERALD LAKE,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04123,California,041,23,CA041,California,"San Mateo, CA",Sf Bart: San Mateo Cnty,Primary state LE,SF BART: SAN MATEO CNTY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04124,California,041,24,CA041,California,"San Mateo, CA",Uprr: San Mateo County,Special police,UPRR: SAN MATEO COUNTY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04126,California,041,26,CA041,California,"San Mateo, CA",Department of Parks and Recreation: Bay Area,Special police,DPR: BAY AREA,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04127,California,041,27,CA041,California,"San Mateo, CA",East Palo Alto,Municipal police,EAST PALO ALTO,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04198,California,041,98,CA041,California,"San Mateo, CA",San Mateo State Police,Primary state LE,SAN MATEO STATE POLICE,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04199,California,041,99,CA041,California,"San Mateo, CA",Hp: San Mateo County,Primary state LE,HP: SAN MATEO COUNTY,CALIF,"San Francisco-Oakland-Fremont, CA"
CA04200,California,042,00,CA042,California,"Santa Barbara, CA",Santa Barbara County,Sheriff,SANTA BARBARA,CALIF,"Santa Barbara-Santa Maria, CA"
CA04201,California,042,01,CA042,California,"Santa Barbara, CA",Guadalupe,Municipal police,GUADALUPE,CALIF,"Santa Barbara-Santa Maria, CA"
CA04202,California,042,02,CA042,California,"Santa Barbara, CA",Lompoc,Municipal police,LOMPOC,CALIF,"Santa Barbara-Santa Maria, CA"
CA04203,California,042,03,CA042,California,"Santa Barbara, CA",Santa Barbara,Municipal police,SANTA BARBARA,CALIF,"Santa Barbara-Santa Maria, CA"
CA04204,California,042,04,CA042,California,"Santa Barbara, CA",Santa Maria,Municipal police,SANTA MARIA,CALIF,"Santa Barbara-Santa Maria, CA"
CA04205,California,042,05,CA042,California,"Santa Barbara, CA",Carpinteria,Municipal police,CARPINTERIA,CALIF,"Santa Barbara-Santa Maria, CA"
