Ori,State,County,Unit,State_County,fstate,CNTYFIPS,agency,agentype,agency2,StateName2,MSA
AL01902,Alabama,019,02,AL019,Alabama,"Coffee, AL",Enterprise,Municipal police,ENTERPRISE,ALA,Rural Alabama
AL01903,Alabama,019,03,AL019,Alabama,"Coffee, AL",New Brockton,Municipal police,NEW BROCKTON,ALA,Rural Alabama
AL01904,Alabama,019,04,AL019,Alabama,"Coffee, AL",Kinston,Municipal police,KINSTON,ALA,Rural Alabama
AL01905,Alabama,019,05,AL019,Alabama,"Coffee, AL",Enterprise St Junior Co,Special police,ENTERPRISE ST JUNIOR CO,ALA,Rural Alabama
AL02000,Alabama,020,00,AL020,Alabama,"Colbert, AL",Colbert County,Sheriff,COLBERT,ALA,"Florence-Muscle Shoals, AL"
AL02001,Alabama,020,01,AL020,Alabama,"Colbert, AL",Sheffield,Municipal police,SHEFFIELD,ALA,"Florence-Muscle Shoals, AL"
AL02002,Alabama,020,02,AL020,Alabama,"Colbert, AL",Tuscumbia,Municipal police,TUSCUMBIA,ALA,"Florence-Muscle Shoals, AL"
AL02003,Alabama,020,03,AL020,Alabama,"Colbert, AL",Muscle Shoals,Municipal police,MUSCLE SHOALS,ALA,"Florence-Muscle Shoals, AL"
AL02004,Alabama,020,04,AL020,Alabama,"Colbert, AL",Cherokee,Municipal police,CHEROKEE,ALA,"Florence-Muscle Shoals, AL"
AL02005,Alabama,020,05,AL020,Alabama,"Colbert, AL",Leighton,Municipal police,LEIGHTON,ALA,"Florence-Muscle Shoals, AL"
AL02006,Alabama,020,06,AL020,Alabama,"Colbert, AL",Littleville,Municipal police,LITTLEVILLE,ALA,"Florence-Muscle Shoals, AL"
AL02008,Alabama,020,08,AL020,Alabama,"Colbert, AL",Northwest-Shoals Comm Co,Special police,NORTHWEST-SHOALS COMM CO,ALA,"Florence-Muscle Shoals, AL"
AL02100,Alabama,021,00,AL021,Alabama,"Conecuh, AL",Conecuh County,Sheriff,CONECUH,ALA,Rural Alabama
AL02101,Alabama,021,01,AL021,Alabama,"Conecuh, AL",Evergreen,Municipal police,EVERGREEN,ALA,Rural Alabama
AL02102,Alabama,021,02,AL021,Alabama,"Conecuh, AL",Castleberry,Municipal police,CASTLEBERRY,ALA,Rural Alabama
AL02103,Alabama,021,03,AL021,Alabama,"Conecuh, AL",Repton,Municipal police,REPTON,ALA,Rural Alabama
AL02200,Alabama,022,00,AL022,Alabama,"Coosa, AL",Coosa County,Sheriff,COOSA,ALA,Rural Alabama
AL02201,Alabama,022,01,AL022,Alabama,"Coosa, AL",Goodwater,Municipal police,GOODWATER,ALA,Rural Alabama
AL02202,Alabama,022,02,AL022,Alabama,"Coosa, AL",Rockford,Municipal police,ROCKFORD,ALA,Rural Alabama
AL02300,Alabama,023,00,AL023,Alabama,"Covington, AL",Covington County,Sheriff,COVINGTON,ALA,Rural Alabama
AL02301,Alabama,023,01,AL023,Alabama,"Covington, AL",Andalusia,Municipal police,ANDALUSIA,ALA,Rural Alabama
AL02302,Alabama,023,02,AL023,Alabama,"Covington, AL",Opp,Municipal police,OPP,ALA,Rural Alabama
AL02303,Alabama,023,03,AL023,Alabama,"Covington, AL",Florala,Municipal police,FLORALA,ALA,Rural Alabama
AL02304,Alabama,023,04,AL023,Alabama,"Covington, AL",Gantt,Municipal police,GANTT,ALA,Rural Alabama
AL02305,Alabama,023,05,AL023,Alabama,"Covington, AL",Red Level,Municipal police,RED LEVEL,ALA,Rural Alabama
AL02306,Alabama,023,06,AL023,Alabama,"Covington, AL",Lockhart,Municipal police,LOCKHART,ALA,Rural Alabama
AL02307,Alabama,023,07,AL023,Alabama,"Covington, AL",River Falls,Municipal police,RIVER FALLS,ALA,Rural Alabama
AL02308,Alabama,023,08,AL023,Alabama,"Covington, AL",22nd Jud Circuit Drug TF,Special police,22ND JUD CIRCUIT DRUG TF,ALA,Rural Alabama
AL02400,Alabama,024,00,AL024,Alabama,"Crenshaw, AL",Crenshaw County,Sheriff,CRENSHAW,ALA,Rural Alabama
AL02401,Alabama,024,01,AL024,Alabama,"Crenshaw, AL",Luverne,Municipal police,LUVERNE,ALA,Rural Alabama
AL02402,Alabama,024,02,AL024,Alabama,"Crenshaw, AL",Brantley,Municipal police,BRANTLEY,ALA,Rural Alabama
AL02403,Alabama,024,03,AL024,Alabama,"Crenshaw, AL",Dozier,Municipal police,DOZIER,ALA,Rural Alabama
AL02404,Alabama,024,04,AL024,Alabama,"Crenshaw, AL",Glenwood,Municipal police,GLENWOOD,ALA,Rural Alabama
AL02500,Alabama,025,00,AL025,Alabama,"Cullman, AL",Cullman County,Sheriff,CULLMAN,ALA,Rural Alabama
AL02501,Alabama,025,01,AL025,Alabama,"Cullman, AL",Cullman,Municipal police,CULLMAN,ALA,Rural Alabama
AL02502,Alabama,025,02,AL025,Alabama,"Cullman, AL",Hanceville,Municipal police,HANCEVILLE,ALA,Rural Alabama
AL02503,Alabama,025,03,AL025,Alabama,"Cullman, AL",Garden City,Municipal police,GARDEN CITY,ALA,Rural Alabama
AL02504,Alabama,025,04,AL025,Alabama,"Cullman, AL",Good Hope,Municipal police,GOOD HOPE,ALA,Rural Alabama
AL02600,Alabama,026,00,AL026,Alabama,"Dale, AL",Dale County,Sheriff,DALE,ALA,Rural Alabama
AL02601,Alabama,026,01,AL026,Alabama,"Dale, AL",Ozark,Municipal police,OZARK,ALA,Rural Alabama
AL02602,Alabama,026,02,AL026,Alabama,"Dale, AL",Daleville,Municipal police,DALEVILLE,ALA,Rural Alabama
AL02603,Alabama,026,03,AL026,Alabama,"Dale, AL",Level Plains,Municipal police,LEVEL PLAINS,ALA,Rural Alabama
AL02604,Alabama,026,04,AL026,Alabama,"Dale, AL",Napier Field,Municipal police,NAPIER FIELD,ALA,Rural Alabama
AL02605,Alabama,026,05,AL026,Alabama,"Dale, AL",Newton,Municipal police,NEWTON,ALA,Rural Alabama
AL02606,Alabama,026,06,AL026,Alabama,"Dale, AL",Midland City,Municipal police,MIDLAND CITY,ALA,Rural Alabama
AL02607,Alabama,026,07,AL026,Alabama,"Dale, AL",Pinckard,Municipal police,PINCKARD,ALA,Rural Alabama
AL02608,Alabama,026,08,AL026,Alabama,"Dale, AL",Ariton,Municipal police,ARITON,ALA,Rural Alabama
AL02609,Alabama,026,09,AL026,Alabama,"Dale, AL",Clayhatchee,Municipal police,CLAYHATCHEE,ALA,Rural Alabama
AL02700,Alabama,027,00,AL027,Alabama,"Dallas, AL",Dallas County,Sheriff,DALLAS,ALA,Rural Alabama
AL02701,Alabama,027,01,AL027,Alabama,"Dallas, AL",Selma,Municipal police,SELMA,ALA,Rural Alabama
AL02702,Alabama,027,02,AL027,Alabama,"Dallas, AL",Wallace Comm Col: Selma,Special police,WALLACE COMM COL: SELMA,ALA,Rural Alabama
AL02800,Alabama,028,00,AL028,Alabama,"De Kalb, AL",De Kalb County,Sheriff,DE KALB,ALA,Rural Alabama
AL02801,Alabama,028,01,AL028,Alabama,"De Kalb, AL",Fort Payne,Municipal police,FORT PAYNE,ALA,Rural Alabama
AL02802,Alabama,028,02,AL028,Alabama,"De Kalb, AL",Collinsville,Municipal police,COLLINSVILLE,ALA,Rural Alabama
AL02803,Alabama,028,03,AL028,Alabama,"De Kalb, AL",Geraldine,Municipal police,GERALDINE,ALA,Rural Alabama
AL02804,Alabama,028,04,AL028,Alabama,"De Kalb, AL",Henagar,Municipal police,HENAGAR,ALA,Rural Alabama
AL02805,Alabama,028,05,AL028,Alabama,"De Kalb, AL",Powell,Municipal police,POWELL,ALA,Rural Alabama
AL02806,Alabama,028,06,AL028,Alabama,"De Kalb, AL",Mentone,Municipal police,MENTONE,ALA,Rural Alabama
AL02807,Alabama,028,07,AL028,Alabama,"De Kalb, AL",Rainsville,Municipal police,RAINSVILLE,ALA,Rural Alabama
AL02808,Alabama,028,08,AL028,Alabama,"De Kalb, AL",Hammondville,Municipal police,HAMMONDVILLE,ALA,Rural Alabama
AL02810,Alabama,028,10,AL028,Alabama,"De Kalb, AL",Crossville,Municipal police,CROSSVILLE,ALA,Rural Alabama
AL02811,Alabama,028,11,AL028,Alabama,"De Kalb, AL",Fyffe,Municipal police,FYFFE,ALA,Rural Alabama
AL02812,Alabama,028,12,AL028,Alabama,"De Kalb, AL",Sylvania,Municipal police,SYLVANIA,ALA,Rural Alabama
AL02813,Alabama,028,13,AL028,Alabama,"De Kalb, AL",Valley Head,Municipal police,VALLEY HEAD,ALA,Rural Alabama
AL02814,Alabama,028,14,AL028,Alabama,"De Kalb, AL",Ider,Municipal police,IDER,ALA,Rural Alabama
AL02900,Alabama,029,00,AL029,Alabama,"Elmore, AL",Elmore County,Sheriff,ELMORE,ALA,"Montgomery, AL"
AL02901,Alabama,029,01,AL029,Alabama,"Elmore, AL",Wetumpka,Municipal police,WETUMPKA,ALA,"Montgomery, AL"
AL02902,Alabama,029,02,AL029,Alabama,"Elmore, AL",Tallassee,Municipal police,TALLASSEE,ALA,"Montgomery, AL"
AL02903,Alabama,029,03,AL029,Alabama,"Elmore, AL",Eclectic,Municipal police,ECLECTIC,ALA,"Montgomery, AL"
AL02904,Alabama,029,04,AL029,Alabama,"Elmore, AL",Coosada,Municipal police,COOSADA,ALA,"Montgomery, AL"
AL02906,Alabama,029,06,AL029,Alabama,"Elmore, AL",Millbrook,Municipal police,MILLBROOK,ALA,"Montgomery, AL"
AL02907,Alabama,029,07,AL029,Alabama,"Elmore, AL",Central Al Drug Task For,Special police,CENTRAL AL DRUG TASK FOR,ALA,"Montgomery, AL"
AL03000,Alabama,030,00,AL030,Alabama,"Escambia, AL",Escambia County,Sheriff,ESCAMBIA,ALA,Rural Alabama
AL03001,Alabama,030,01,AL030,Alabama,"Escambia, AL",Atmore,Municipal police,ATMORE,ALA,Rural Alabama
AL03002,Alabama,030,02,AL030,Alabama,"Escambia, AL",Brewton,Municipal police,BREWTON,ALA,Rural Alabama
AL03003,Alabama,030,03,AL030,Alabama,"Escambia, AL",East Brewton,Municipal police,EAST BREWTON,ALA,Rural Alabama
AL03004,Alabama,030,04,AL030,Alabama,"Escambia, AL",Flomaton,Municipal police,FLOMATON,ALA,Rural Alabama
AL03100,Alabama,031,00,AL031,Alabama,"Etowah, AL",Etowah County,Sheriff,ETOWAH,ALA,"Gadsden, AL"
AL03101,Alabama,031,01,AL031,Alabama,"Etowah, AL",Attalla,Municipal police,ATTALLA,ALA,"Gadsden, AL"
AL03102,Alabama,031,02,AL031,Alabama,"Etowah, AL",Gadsden,Municipal police,GADSDEN,ALA,"Gadsden, AL"
AL03104,Alabama,031,04,AL031,Alabama,"Etowah, AL",Glencoe,Municipal police,GLENCOE,ALA,"Gadsden, AL"
AL03105,Alabama,031,05,AL031,Alabama,"Etowah, AL",Rainbow City,Municipal police,RAINBOW CITY,ALA,"Gadsden, AL"
AL03106,Alabama,031,06,AL031,Alabama,"Etowah, AL",Hokes Bluff,Municipal police,HOKES BLUFF,ALA,"Gadsden, AL"
AL03107,Alabama,031,07,AL031,Alabama,"Etowah, AL",Southside,Municipal police,SOUTHSIDE,ALA,"Gadsden, AL"
AL03108,Alabama,031,08,AL031,Alabama,"Etowah, AL",Sardis City,Municipal police,SARDIS CITY,ALA,"Gadsden, AL"
AL03109,Alabama,031,09,AL031,Alabama,"Etowah, AL",Altoona,Municipal police,ALTOONA,ALA,"Gadsden, AL"
AL03110,Alabama,031,10,AL031,Alabama,"Etowah, AL",Walnut Grove,Municipal police,WALNUT GROVE,ALA,"Gadsden, AL"
AL03122,Alabama,031,22,AL031,Alabama,"Etowah, AL",Etowah Cty Drg Enfrcmt U,Special police,ETOWAH CTY DRG ENFRCMT U,ALA,"Gadsden, AL"
AL03200,Alabama,032,00,AL032,Alabama,"Fayette, AL",Fayette County,Sheriff,FAYETTE,ALA,Rural Alabama
AL03201,Alabama,032,01,AL032,Alabama,"Fayette, AL",Fayette,Municipal police,FAYETTE,ALA,Rural Alabama
AL03202,Alabama,032,02,AL032,Alabama,"Fayette, AL",Berry,Municipal police,BERRY,ALA,Rural Alabama
AL03300,Alabama,033,00,AL033,Alabama,"Franklin, AL",Franklin County,Sheriff,FRANKLIN,ALA,Rural Alabama
AL03301,Alabama,033,01,AL033,Alabama,"Franklin, AL",Russellville,Municipal police,RUSSELLVILLE,ALA,Rural Alabama
AL03302,Alabama,033,02,AL033,Alabama,"Franklin, AL",Phil Campbell,Municipal police,PHIL CAMPBELL,ALA,Rural Alabama
AL03303,Alabama,033,03,AL033,Alabama,"Franklin, AL",Red Bay,Municipal police,RED BAY,ALA,Rural Alabama
AL03304,Alabama,033,04,AL033,Alabama,"Franklin, AL",Vina,Municipal police,VINA,ALA,Rural Alabama
AL03305,Alabama,033,05,AL033,Alabama,"Franklin, AL",Hodges,Municipal police,HODGES,ALA,Rural Alabama
AL03400,Alabama,034,00,AL034,Alabama,"Geneva, AL",Geneva County,Sheriff,GENEVA,ALA,"Dothan, AL"
AL03401,Alabama,034,01,AL034,Alabama,"Geneva, AL",Geneva,Municipal police,GENEVA,ALA,"Dothan, AL"
AL03402,Alabama,034,02,AL034,Alabama,"Geneva, AL",Samson,Municipal police,SAMSON,ALA,"Dothan, AL"
AL03403,Alabama,034,03,AL034,Alabama,"Geneva, AL",Hartford,Municipal police,HARTFORD,ALA,"Dothan, AL"
AL03404,Alabama,034,04,AL034,Alabama,"Geneva, AL",Slocomb,Municipal police,SLOCOMB,ALA,"Dothan, AL"
AL03405,Alabama,034,05,AL034,Alabama,"Geneva, AL",Coffee Springs,Municipal police,COFFEE SPRINGS,ALA,"Dothan, AL"
AL03500,Alabama,035,00,AL035,Alabama,"Greene, AL",Greene County,Sheriff,GREENE,ALA,"Tuscaloosa, AL"
AL03501,Alabama,035,01,AL035,Alabama,"Greene, AL",Eutaw,Municipal police,EUTAW,ALA,"Tuscaloosa, AL"
AL03502,Alabama,035,02,AL035,Alabama,"Greene, AL",Forkland,Municipal police,FORKLAND,ALA,"Tuscaloosa, AL"
AL03600,Alabama,036,00,AL036,Alabama,"Hale, AL",Hale County,Sheriff,HALE,ALA,"Tuscaloosa, AL"
AL03601,Alabama,036,01,AL036,Alabama,"Hale, AL",Greensboro,Municipal police,GREENSBORO,ALA,"Tuscaloosa, AL"
AL03602,Alabama,036,02,AL036,Alabama,"Hale, AL",Moundville,Municipal police,MOUNDVILLE,ALA,"Tuscaloosa, AL"
AL03700,Alabama,037,00,AL037,Alabama,"Henry, AL",Henry County,Sheriff,HENRY,ALA,"Dothan, AL"
AL03701,Alabama,037,01,AL037,Alabama,"Henry, AL",Abbeville,Municipal police,ABBEVILLE,ALA,"Dothan, AL"
AL03702,Alabama,037,02,AL037,Alabama,"Henry, AL",Headland,Municipal police,HEADLAND,ALA,"Dothan, AL"
AL03703,Alabama,037,03,AL037,Alabama,"Henry, AL",Newville,Municipal police,NEWVILLE,ALA,"Dothan, AL"
AL03800,Alabama,038,00,AL038,Alabama,"Houston, AL",Houston County,Sheriff,HOUSTON,ALA,"Dothan, AL"
AL03801,Alabama,038,01,AL038,Alabama,"Houston, AL",Dothan,Municipal police,DOTHAN,ALA,"Dothan, AL"
AL03802,Alabama,038,02,AL038,Alabama,"Houston, AL",Ashford,Municipal police,ASHFORD,ALA,"Dothan, AL"
AL03803,Alabama,038,03,AL038,Alabama,"Houston, AL",Gordon,Municipal police,GORDON,ALA,"Dothan, AL"
AL03804,Alabama,038,04,AL038,Alabama,"Houston, AL",Columbia,Municipal police,COLUMBIA,ALA,"Dothan, AL"
AL03805,Alabama,038,05,AL038,Alabama,"Houston, AL",Cottonwood,Municipal police,COTTONWOOD,ALA,"Dothan, AL"
AL03806,Alabama,038,06,AL038,Alabama,"Houston, AL",Kinsey,Municipal police,KINSEY,ALA,"Dothan, AL"
AL03808,Alabama,038,08,AL038,Alabama,"Houston, AL",Wallace Comm Col: Dothan,Special police,WALLACE COMM COL: DOTHAN,ALA,"Dothan, AL"
AL03809,Alabama,038,09,AL038,Alabama,"Houston, AL",Taylor,Municipal police,TAYLOR,ALA,"Dothan, AL"
AL03810,Alabama,038,10,AL038,Alabama,"Houston, AL",Webb,Municipal police,WEBB,ALA,"Dothan, AL"
AL03900,Alabama,039,00,AL039,Alabama,"Jackson, AL",Jackson County,Sheriff,JACKSON,ALA,Rural Alabama
AL03901,Alabama,039,01,AL039,Alabama,"Jackson, AL",Scottsboro,Municipal police,SCOTTSBORO,ALA,Rural Alabama
AL03902,Alabama,039,02,AL039,Alabama,"Jackson, AL",Bridgeport,Municipal police,BRIDGEPORT,ALA,Rural Alabama
AL03903,Alabama,039,03,AL039,Alabama,"Jackson, AL",Stevenson,Municipal police,STEVENSON,ALA,Rural Alabama
AL03904,Alabama,039,04,AL039,Alabama,"Jackson, AL",Hollywood,Municipal police,HOLLYWOOD,ALA,Rural Alabama
AL03905,Alabama,039,05,AL039,Alabama,"Jackson, AL",Pisgah,Municipal police,PISGAH,ALA,Rural Alabama
AL03906,Alabama,039,06,AL039,Alabama,"Jackson, AL",Dutton,Municipal police,DUTTON,ALA,Rural Alabama
AL03907,Alabama,039,07,AL039,Alabama,"Jackson, AL",Section,Municipal police,SECTION,ALA,Rural Alabama
AL03908,Alabama,039,08,AL039,Alabama,"Jackson, AL",Woodville,Municipal police,WOODVILLE,ALA,Rural Alabama
AL03909,Alabama,039,09,AL039,Alabama,"Jackson, AL",Skyline,Municipal police,SKYLINE,ALA,Rural Alabama
AL04000,Alabama,040,00,AL040,Alabama,"Lamar, AL",Lamar County,Sheriff,LAMAR,ALA,Rural Alabama
AL04001,Alabama,040,01,AL040,Alabama,"Lamar, AL",Sulligent,Municipal police,SULLIGENT,ALA,Rural Alabama
AL04002,Alabama,040,02,AL040,Alabama,"Lamar, AL",Vernon,Municipal police,VERNON,ALA,Rural Alabama
AL04003,Alabama,040,03,AL040,Alabama,"Lamar, AL",Kennedy,Municipal police,KENNEDY,ALA,Rural Alabama
AL04004,Alabama,040,04,AL040,Alabama,"Lamar, AL",Millport,Municipal police,MILLPORT,ALA,Rural Alabama
AL04100,Alabama,041,00,AL041,Alabama,"Lauderdale, AL",Lauderdale County,Sheriff,LAUDERDALE,ALA,"Florence-Muscle Shoals, AL"
AL04101,Alabama,041,01,AL041,Alabama,"Lauderdale, AL",Florence,Municipal police,FLORENCE,ALA,"Florence-Muscle Shoals, AL"
AL04102,Alabama,041,02,AL041,Alabama,"Lauderdale, AL",Waterloo,Municipal police,WATERLOO,ALA,"Florence-Muscle Shoals, AL"
AL04103,Alabama,041,03,AL041,Alabama,"Lauderdale, AL",Anderson,Municipal police,ANDERSON,ALA,"Florence-Muscle Shoals, AL"
AL04104,Alabama,041,04,AL041,Alabama,"Lauderdale, AL",St. Florian,Municipal police,ST. FLORIAN,ALA,"Florence-Muscle Shoals, AL"
AL04105,Alabama,041,05,AL041,Alabama,"Lauderdale, AL",Lexington,Municipal police,LEXINGTON,ALA,"Florence-Muscle Shoals, AL"
AL04106,Alabama,041,06,AL041,Alabama,"Lauderdale, AL",Rogersville,Municipal police,ROGERSVILLE,ALA,"Florence-Muscle Shoals, AL"
AL04107,Alabama,041,07,AL041,Alabama,"Lauderdale, AL",Killen,Municipal police,KILLEN,ALA,"Florence-Muscle Shoals, AL"
AL04108,Alabama,041,08,AL041,Alabama,"Lauderdale, AL",Univ Of North Alabama,Special police,UNIV OF NORTH ALABAMA,ALA,"Florence-Muscle Shoals, AL"
AL04200,Alabama,042,00,AL042,Alabama,"Lawrence, AL",Lawrence County,Sheriff,LAWRENCE,ALA,"Decatur, AL"
AL04201,Alabama,042,01,AL042,Alabama,"Lawrence, AL",Moulton,Municipal police,MOULTON,ALA,"Decatur, AL"
AL04202,Alabama,042,02,AL042,Alabama,"Lawrence, AL",Town Creek,Municipal police,TOWN CREEK,ALA,"Decatur, AL"
AL04203,Alabama,042,03,AL042,Alabama,"Lawrence, AL",Courtland,Municipal police,COURTLAND,ALA,"Decatur, AL"
AL04204,Alabama,042,04,AL042,Alabama,"Lawrence, AL",Hillsboro,Municipal police,HILLSBORO,ALA,"Decatur, AL"
AL04205,Alabama,042,05,AL042,Alabama,"Lawrence, AL",North Courtland,Municipal police,NORTH COURTLAND,ALA,"Decatur, AL"
AL04206,Alabama,042,06,AL042,Alabama,"Lawrence, AL",Lawrence Cnty Drg & Vctf,Special police,LAWRENCE CNTY DRG & VCTF,ALA,"Decatur, AL"
AL04300,Alabama,043,00,AL043,Alabama,"Lee, AL",Lee County,Sheriff,LEE,ALA,"Auburn-Opelika, AL"
AL04301,Alabama,043,01,AL043,Alabama,"Lee, AL",Auburn,Municipal police,AUBURN,ALA,"Auburn-Opelika, AL"
AL04302,Alabama,043,02,AL043,Alabama,"Lee, AL",Opelika,Municipal police,OPELIKA,ALA,"Auburn-Opelika, AL"
AL04303,Alabama,043,03,AL043,Alabama,"Lee, AL",Auburn University: Main Campus,Special police,AUBURN UNIV: MAIN CAMPUS,ALA,"Auburn-Opelika, AL"
AL04400,Alabama,044,00,AL044,Alabama,"Limestone, AL",Limestone County,Sheriff,LIMESTONE,ALA,"Huntsville, AL"
AL04401,Alabama,044,01,AL044,Alabama,"Limestone, AL",Athens,Municipal police,ATHENS,ALA,"Huntsville, AL"
AL04402,Alabama,044,02,AL044,Alabama,"Limestone, AL",Ardmore,Municipal police,ARDMORE,ALA,"Huntsville, AL"
AL04403,Alabama,044,03,AL044,Alabama,"Limestone, AL",Elkmont,Municipal police,ELKMONT,ALA,"Huntsville, AL"
AL04500,Alabama,045,00,AL045,Alabama,"Lowndes, AL",Lowndes County,Sheriff,LOWNDES,ALA,"Montgomery, AL"
AL04501,Alabama,045,01,AL045,Alabama,"Lowndes, AL",Fort Deposit,Municipal police,FORT DEPOSIT,ALA,"Montgomery, AL"
AL04502,Alabama,045,02,AL045,Alabama,"Lowndes, AL",Hayneville,Municipal police,HAYNEVILLE,ALA,"Montgomery, AL"
AL04504,Alabama,045,04,AL045,Alabama,"Lowndes, AL",Mosses,Municipal police,MOSSES,ALA,"Montgomery, AL"
AL04505,Alabama,045,05,AL045,Alabama,"Lowndes, AL",White Hall,Municipal police,WHITE HALL,ALA,"Montgomery, AL"
AL04507,Alabama,045,07,AL045,Alabama,"Lowndes, AL",2nd Jud Circuit Drug T F,Special police,2ND JUD CIRCUIT DRUG T F,ALA,"Montgomery, AL"
AL04600,Alabama,046,00,AL046,Alabama,"Macon, AL",Macon County,Sheriff,MACON,ALA,Rural Alabama
AL04601,Alabama,046,01,AL046,Alabama,"Macon, AL",Tuskegee,Municipal police,TUSKEGEE,ALA,Rural Alabama
AL04602,Alabama,046,02,AL046,Alabama,"Macon, AL",Notasulga,Municipal police,NOTASULGA,ALA,Rural Alabama
AL04606,Alabama,046,06,AL046,Alabama,"Macon, AL",Shorter,Municipal police,SHORTER,ALA,Rural Alabama
AL04607,Alabama,046,07,AL046,Alabama,"Macon, AL",Tuskegee University,Special police,TUSKEGEE UNIVERSITY,ALA,Rural Alabama
AL04700,Alabama,047,00,AL047,Alabama,"Madison, AL",Madison County,Sheriff,MADISON,ALA,"Huntsville, AL"
AL04701,Alabama,047,01,AL047,Alabama,"Madison, AL",Huntsville,Municipal police,HUNTSVILLE,ALA,"Huntsville, AL"
AL04702,Alabama,047,02,AL047,Alabama,"Madison, AL",Madison,Municipal police,MADISON,ALA,"Huntsville, AL"
AL04703,Alabama,047,03,AL047,Alabama,"Madison, AL",Gurley,Municipal police,GURLEY,ALA,"Huntsville, AL"
AL04704,Alabama,047,04,AL047,Alabama,"Madison, AL",New Hope,Municipal police,NEW HOPE,ALA,"Huntsville, AL"
AL04705,Alabama,047,05,AL047,Alabama,"Madison, AL",Owens Crossroads,Municipal police,OWENS CROSSROADS,ALA,"Huntsville, AL"
AL04706,Alabama,047,06,AL047,Alabama,"Madison, AL",Triana,Municipal police,TRIANA,ALA,"Huntsville, AL"
AL04707,Alabama,047,07,AL047,Alabama,"Madison, AL",Univ Of Al: Huntsville,Special police,UNIV OF AL: HUNTSVILLE,ALA,"Huntsville, AL"
AL04708,Alabama,047,08,AL047,Alabama,"Madison, AL",Alabama A&M University,Special police,ALABAMA A&M UNIVERSITY,ALA,"Huntsville, AL"
AL04709,Alabama,047,09,AL047,Alabama,"Madison, AL",Huntsville Intnl Airport,Special police,HUNTSVILLE INTNL AIRPORT,ALA,"Huntsville, AL"
AL04711,Alabama,047,11,AL047,Alabama,"Madison, AL",Madison-Morgan Co S Cd T,Special police,MADISON-MORGAN CO S CD T,ALA,"Huntsville, AL"
AL04800,Alabama,048,00,AL048,Alabama,"Marengo, AL",Marengo County,Sheriff,MARENGO,ALA,Rural Alabama
AL04801,Alabama,048,01,AL048,Alabama,"Marengo, AL",Demopolis,Municipal police,DEMOPOLIS,ALA,Rural Alabama
AL04802,Alabama,048,02,AL048,Alabama,"Marengo, AL",Linden,Municipal police,LINDEN,ALA,Rural Alabama
AL04803,Alabama,048,03,AL048,Alabama,"Marengo, AL",Thomaston,Municipal police,THOMASTON,ALA,Rural Alabama
AL04804,Alabama,048,04,AL048,Alabama,"Marengo, AL",Faunsdale,Municipal police,FAUNSDALE,ALA,Rural Alabama
AL04805,Alabama,048,05,AL048,Alabama,"Marengo, AL",Myrtlewood,Municipal police,MYRTLEWOOD,ALA,Rural Alabama
AL04806,Alabama,048,06,AL048,Alabama,"Marengo, AL",Sweet Water,Municipal police,SWEET WATER,ALA,Rural Alabama
AL04807,Alabama,048,07,AL048,Alabama,"Marengo, AL",17th Jud Circuit Drug TF,Special police,17TH JUD CIRCUIT DRUG TF,ALA,Rural Alabama
AL04900,Alabama,049,00,AL049,Alabama,"Marion, AL",Marion County,Sheriff,MARION,ALA,Rural Alabama
AL04901,Alabama,049,01,AL049,Alabama,"Marion, AL",Hamilton,Municipal police,HAMILTON,ALA,Rural Alabama
AL04902,Alabama,049,02,AL049,Alabama,"Marion, AL",Winfield,Municipal police,WINFIELD,ALA,Rural Alabama
AL04903,Alabama,049,03,AL049,Alabama,"Marion, AL",Guin,Municipal police,GUIN,ALA,Rural Alabama
AL04904,Alabama,049,04,AL049,Alabama,"Marion, AL",Hackleburg,Municipal police,HACKLEBURG,ALA,Rural Alabama
AL04905,Alabama,049,05,AL049,Alabama,"Marion, AL",Brilliant,Municipal police,BRILLIANT,ALA,Rural Alabama
AL04906,Alabama,049,06,AL049,Alabama,"Marion, AL",Weston,Municipal police,WESTON,ALA,Rural Alabama
AL04907,Alabama,049,07,AL049,Alabama,"Marion, AL",Bear Creek,Municipal police,BEAR CREEK,ALA,Rural Alabama
AL04908,Alabama,049,08,AL049,Alabama,"Marion, AL",Marion Cnty Drug Task Fo,Special police,MARION CNTY DRUG TASK FO,ALA,Rural Alabama
AL05000,Alabama,050,00,AL050,Alabama,"Marshall, AL",Marshall County,Sheriff,MARSHALL,ALA,Rural Alabama
AL05001,Alabama,050,01,AL050,Alabama,"Marshall, AL",Albertville,Municipal police,ALBERTVILLE,ALA,Rural Alabama
AL05002,Alabama,050,02,AL050,Alabama,"Marshall, AL",Guntersville,Municipal police,GUNTERSVILLE,ALA,Rural Alabama
AL05003,Alabama,050,03,AL050,Alabama,"Marshall, AL",Arab,Municipal police,ARAB,ALA,Rural Alabama
AL05004,Alabama,050,04,AL050,Alabama,"Marshall, AL",Boaz,Municipal police,BOAZ,ALA,Rural Alabama
AL05005,Alabama,050,05,AL050,Alabama,"Marshall, AL",Grant,Municipal police,GRANT,ALA,Rural Alabama
AL05006,Alabama,050,06,AL050,Alabama,"Marshall, AL",Douglas,Municipal police,DOUGLAS,ALA,Rural Alabama
AL05008,Alabama,050,08,AL050,Alabama,"Marshall, AL",Marshall Cty Drg Enfrc U,Special police,MARSHALL CTY DRG ENFRC U,ALA,Rural Alabama
